x,y,z,trajectory,cluster
307.5,193,0,448,6
283,192.5,0,448,6
258.5,194.5,0,448,6
234.5,194,0,448,6
210,195.5,0,448,6
186,195,0,448,6
163,196.5,0,448,6
141,197,0,448,6
117.5,196.5,0,448,6
95,198.5,0,448,6
73,199.5,0,448,6
51.5,199.5,0,448,6
30,199.5,0,448,6
8.333333,199.8333,0,448,6
220,194.5,0,449,6
188,194.5,0,449,6
165.5,195.5,0,449,6
141.5,197.5,0,449,6
121,197.5,0,449,6
98,198,0,449,6
75.5,198.8333,0,449,6
323.5,184,0,450,6
291.5,184.5,0,450,6
250.5,185.5,0,450,6
220,185.5,0,450,6
190.5,186.5,0,450,6
160.5,187,0,450,6
132.5,187.5,0,450,6
91,192,0,450,6
66,192.5,0,450,6
33.5,193.5,0,450,6
0.5,195.5,0,450,6
290.5,192.5,0,451,6
253.5,193.5,0,451,6
226,192,0,451,6
199,194,0,451,6
172,194,0,451,6
146,195,0,451,6
120,194,0,451,6
86,196,0,451,6
60,196,0,451,6
35,196,0,451,6
6.666667,196.6667,0,451,6
315,184,0,452,6
282.5,184.5,0,452,6
250,185,0,452,6
218.5,185.5,0,452,6
187,186,0,452,6
156,186.5,0,452,6
125.5,187.5,0,452,6
95.5,187.5,0,452,6
66.5,188.5,0,452,6
36.5,188.5,0,452,6
6.833333,188.8333,0,452,6
305.5,187,0,453,6
277,187,0,453,6
248,187,0,453,6
219.5,188.5,0,453,6
191,188.5,0,453,6
164,189.5,0,453,6
136.5,189.5,0,453,6
109.5,190,0,453,6
82.5,190.5,0,453,6
56.5,191,0,453,6
30,191.5,0,453,6
3.5,192,0,453,6
297,184,0,454,6
268.5,184.5,0,454,6
240.5,185.5,0,454,6
212.5,185.5,0,454,6
185.5,186.5,0,454,6
158,186.5,0,454,6
123,187.5,0,454,6
97,188,0,454,6
71,188.5,0,454,6
45,189,0,454,6
19,189.5,0,454,6
312.5,194,0,455,6
288,192.5,0,455,6
265.5,195,0,455,6
242.5,193.5,0,455,6
212.5,194,0,455,6
189.5,196,0,455,6
167.5,195,0,455,6
146,197,0,455,6
124.5,196,0,455,6
103,198,0,455,6
81.5,198,0,455,6
61.5,198,0,455,6
41,199,0,455,6
21.5,199.5,0,455,6
1.5,200,0,455,6
317.5,197,0,456,6
294.5,197.5,0,456,6
271.5,198.5,0,456,6
249.5,198.5,0,456,6
228,199.5,0,456,6
206,199.5,0,456,6
185.5,200.5,0,456,6
164.5,200.5,0,456,6
144,201.5,0,456,6
124,202,0,456,6
103.5,202.5,0,456,6
84.5,203,0,456,6
64.5,203.5,0,456,6
45.5,204,0,456,6
27,205,0,456,6
7.833333,205.6667,0,456,6
317.5,192.5,0,457,6
295,192.5,0,457,6
272.5,193,0,457,6
249,193,0,457,6
227,194,0,457,6
205,194,0,457,6
183,195,0,457,6
162,195,0,457,6
140.5,195,0,457,6
118,195.5,0,457,6
98.5,196,0,457,6
77,196.5,0,457,6
55.5,196.5,0,457,6
35.5,197,0,457,6
14.5,197.3333,0,457,6
321.5,195.5,0,458,6
300,195.5,0,458,6
278,196,0,458,6
256.5,196.5,0,458,6
235.5,196.5,0,458,6
214.5,197,0,458,6
193,197.5,0,458,6
173,197.5,0,458,6
152.5,198,0,458,6
132,198.5,0,458,6
112.5,198.5,0,458,6
92,199,0,458,6
72,199.5,0,458,6
53,199.5,0,458,6
33.5,200,0,458,6
14,200.3333,0,458,6
307.5,194,0,459,6
286.5,195,0,459,6
265,195,0,459,6
244.5,196,0,459,6
224.5,196,0,459,6
204,196.5,0,459,6
184,197,0,459,6
164.5,197,0,459,6
145,198,0,459,6
126,198,0,459,6
106.5,199,0,459,6
87.5,199,0,459,6
69.5,200,0,459,6
51,200.5,0,459,6
32.5,201,0,459,6
14.16667,201.6667,0,459,6
320,193.5,0,460,6
298.5,194,0,460,6
276.5,194,0,460,6
256,195,0,460,6
235,195,0,460,6
214,196,0,460,6
193,196,0,460,6
172.5,197,0,460,6
153,198,0,460,6
133,198,0,460,6
113,199.5,0,460,6
93.5,198.5,0,460,6
74.5,199,0,460,6
55.5,200,0,460,6
37,200.5,0,460,6
18.16667,201.1667,0,460,6
313,192.5,0,461,6
291.5,192.5,0,461,6
271,193,0,461,6
250.5,193,0,461,6
230.5,193,0,461,6
210.5,194,0,461,6
190.5,194.5,0,461,6
170.5,194,0,461,6
151.5,195.5,0,461,6
132,195,0,461,6
112.5,195.5,0,461,6
94,195.5,0,461,6
74.5,196,0,461,6
56,197,0,461,6
37,197,0,461,6
18,197.5,0,461,6
301,184,0,462,6
273.5,185,0,462,6
247,185,0,462,6
220.5,186,0,462,6
193.5,186,0,462,6
168,187,0,462,6
142.5,187,0,462,6
117,187.5,0,462,6
92.5,188,0,462,6
67.5,188.5,0,462,6
43,189.5,0,462,6
18.33333,190.1667,0,462,6
311,193,0,463,6
289,193.5,0,463,6
266.5,194,0,463,6
244.5,193.5,0,463,6
223,193.5,0,463,6
201.5,194,0,463,6
180,194.5,0,463,6
159.5,195,0,463,6
138.5,195.5,0,463,6
117.5,195,0,463,6
97.5,196,0,463,6
77.5,197,0,463,6
57,197.5,0,463,6
37.5,198,0,463,6
17.5,198.6667,0,463,6
316,185.5,0,464,6
289,186,0,464,6
262,186.5,0,464,6
236,187,0,464,6
210,187,0,464,6
184,188,0,464,6
159,188,0,464,6
133.5,189,0,464,6
109,189,0,464,6
84.5,189.5,0,464,6
60,190,0,464,6
35.5,190.3333,0,464,6
295,183.5,0,465,6
267,184,0,465,6
240,184.5,0,465,6
213,185,0,465,6
186.5,185,0,465,6
160.5,186,0,465,6
135,186.5,0,465,6
109,187.5,0,465,6
84,188,0,465,6
58.5,188.5,0,465,6
34.5,189,0,465,6
9.666667,189.5,0,465,6
307.5,192.5,0,466,6
284,192.5,0,466,6
261.5,192.5,0,466,6
238.5,192.5,0,466,6
215.5,194,0,466,6
193,194,0,466,6
171.5,193.5,0,466,6
149.5,195,0,466,6
127.5,194.5,0,466,6
106,195.5,0,466,6
84.16666,196.1667,0,466,6
311.5,193.5,0,467,6
288,194.5,0,467,6
267.5,194.5,0,467,6
244.5,196,0,467,6
225,196.5,0,467,6
203.5,196.5,0,467,6
183.5,196.5,0,467,6
163,198,0,467,6
143,198,0,467,6
122.5,199,0,467,6
104,198.5,0,467,6
84,200,0,467,6
65.5,200,0,467,6
46.5,201,0,467,6
27.5,202,0,467,6
8.666667,202.6667,0,467,6
300.5,192,0,468,6
277,193.5,0,468,6
254,193,0,468,6
230.5,193,0,468,6
207.5,194,0,468,6
185,194,0,468,6
163,194.5,0,468,6
141,194,0,468,6
119,195.5,0,468,6
97,195,0,468,6
75.5,196.5,0,468,6
54,197,0,468,6
32.5,196.5,0,468,6
11,197,0,468,6
308.5,192.5,0,469,6
285,194,0,469,6
261,194,0,469,6
238.5,194.5,0,469,6
216,195,0,469,6
193.5,195,0,469,6
171.5,195.5,0,469,6
149.5,196,0,469,6
127.5,196.5,0,469,6
105.5,197,0,469,6
84,197.5,0,469,6
63.5,197.5,0,469,6
42,197,0,469,6
20.83333,197,0,469,6
305,194.5,0,470,6
283,194.5,0,470,6
261,195,0,470,6
239.5,195.5,0,470,6
218,196,0,470,6
197,196.5,0,470,6
176.5,197,0,470,6
155.5,197.5,0,470,6
135.5,198.5,0,470,6
115.5,199,0,470,6
95.5,199,0,470,6
76,200,0,470,6
56,200,0,470,6
37,201,0,470,6
17.5,201.6667,0,470,6
310,194,0,471,6
288.5,194,0,471,6
266.5,195,0,471,6
245.5,195.5,0,471,6
225,196,0,471,6
204,196.5,0,471,6
184,197,0,471,6
163,198,0,471,6
143.5,198,0,471,6
124,199,0,471,6
104.5,199,0,471,6
85,200,0,471,6
66,200.5,0,471,6
47,201,0,471,6
28,202,0,471,6
9,202.6667,0,471,6
301,175,0,472,6
272.5,175.5,0,472,6
244,176,0,472,6
217,176.5,0,472,6
189,177,0,472,6
162,178,0,472,6
135,178,0,472,6
100,179,0,472,6
74.5,179.5,0,472,6
48.5,180,0,472,6
19.66667,180.6667,0,472,6
309.5,183.5,0,473,6
280,184.5,0,473,6
251.5,184.5,0,473,6
224,185.5,0,473,6
196,185.5,0,473,6
169,186,0,473,6
142,186.5,0,473,6
115.5,187,0,473,6
89,187.5,0,473,6
63,188,0,473,6
37,188.5,0,473,6
10.83333,189,0,473,6
318,189.5,0,474,6
294.5,189.5,0,474,6
270.5,191,0,474,6
248,192,0,474,6
225.5,192.5,0,474,6
203.5,193.5,0,474,6
182,194,0,474,6
160,194.5,0,474,6
139.5,194.5,0,474,6
119,195,0,474,6
98.5,197,0,474,6
78.5,197.5,0,474,6
58.5,198,0,474,6
39,197.5,0,474,6
19.16667,197.6667,0,474,6
307,194,0,475,6
283.5,194,0,475,6
260.5,195,0,475,6
238,194,0,475,6
216,196,0,475,6
194,195.5,0,475,6
172,197,0,475,6
150.5,197,0,475,6
129.5,197.5,0,475,6
108,198.1667,0,475,6
321,196.5,0,476,6
307.5,196.5,0,476,6
290.5,196.5,0,476,6
276.5,197,0,476,6
262,197.5,0,476,6
246,197.5,0,476,6
232.5,198,0,476,6
218,198.5,0,476,6
204,198.5,0,476,6
189.5,199,0,476,6
175.1667,199.3333,0,476,6
307,179,0,477,6
288,179,0,477,6
268.5,179.5,0,477,6
249,180,0,477,6
230.5,180.5,0,477,6
212.5,181,0,477,6
194.5,181.5,0,477,6
175.5,181.5,0,477,6
158,182,0,477,6
140.5,183,0,477,6
123,182.5,0,477,6
105,183,0,477,6
88,184,0,477,6
70.5,183.5,0,477,6
53,184.5,0,477,6
35.5,185,0,477,6
18,185.3333,0,477,6
320.5,189.5,0,478,6
300.5,189.5,0,478,6
280.5,189.5,0,478,6
261,190,0,478,6
242.5,190.5,0,478,6
223,191,0,478,6
204.5,191.5,0,478,6
186,192,0,478,6
167.5,192,0,478,6
149.5,192,0,478,6
131.5,193,0,478,6
114,193,0,478,6
96,193,0,478,6
78.5,193.5,0,478,6
61,194,0,478,6
44,194.5,0,478,6
27,194.5,0,478,6
9.833333,194.8333,0,478,6
323.5,177.5,0,479,6
303.5,178.5,0,479,6
283,178.5,0,479,6
263.5,179.5,0,479,6
243.5,179.5,0,479,6
224.5,179.5,0,479,6
205.5,180.5,0,479,6
186,180.5,0,479,6
167.5,181,0,479,6
149,181.5,0,479,6
130,181.5,0,479,6
112,182,0,479,6
94,182.5,0,479,6
76,183,0,479,6
57.5,183,0,479,6
40,183.5,0,479,6
22,183.8333,0,479,6
282,186,0,480,6
264.5,186.5,0,480,6
247,187,0,480,6
230,187,0,480,6
213,187.5,0,480,6
196,187.5,0,480,6
179.5,188,0,480,6
163,188.5,0,480,6
147,188.5,0,480,6
130.5,188.5,0,480,6
115,189.5,0,480,6
99.5,189.5,0,480,6
83.5,189.5,0,480,6
67.5,190,0,480,6
52.5,190.5,0,480,6
36.5,190.5,0,480,6
20.83333,190.8333,0,480,6
323.5,193.5,0,481,6
307,193.5,0,481,6
291,193.5,0,481,6
275,194,0,481,6
258.5,194,0,481,6
242.5,194.5,0,481,6
226.5,195,0,481,6
211,195,0,481,6
195.5,195,0,481,6
180,195.5,0,481,6
164.5,196,0,481,6
149,196,0,481,6
133.5,196,0,481,6
118.5,197,0,481,6
103.5,197,0,481,6
88.5,197,0,481,6
74,197,0,481,6
59,198,0,481,6
44.5,198,0,481,6
29.5,198,0,481,6
14.66667,198.3333,0,481,6
311.5,191,0,482,6
293.5,192,0,482,6
275.5,192,0,482,6
257.5,192,0,482,6
240,192,0,482,6
222,192,0,482,6
204.5,192.5,0,482,6
187,193,0,482,6
170.5,193,0,482,6
153,193,0,482,6
136,193.5,0,482,6
119,193.5,0,482,6
102.5,193.5,0,482,6
86,193.5,0,482,6
69,194.5,0,482,6
52.5,194.5,0,482,6
36,194.5,0,482,6
19.33333,194.8333,0,482,6
323.5,187.5,0,483,6
306,188,0,483,6
288.5,188.5,0,483,6
271,188.5,0,483,6
254,188.5,0,483,6
237,189.5,0,483,6
220,189.5,0,483,6
203,189.5,0,483,6
186.5,190,0,483,6
170.5,190.5,0,483,6
154.5,190.5,0,483,6
138,191,0,483,6
121.5,191.5,0,483,6
105.5,191.5,0,483,6
90.5,191.5,0,483,6
74.5,192,0,483,6
58.5,192,0,483,6
43,192.5,0,483,6
28,193,0,483,6
12.5,193.3333,0,483,6
312.5,185.5,0,484,6
296,186,0,484,6
279.5,186,0,484,6
263,186.5,0,484,6
247,187,0,484,6
231.5,187,0,484,6
215.5,187,0,484,6
199.5,188,0,484,6
183.5,188,0,484,6
168.5,188,0,484,6
153.5,189,0,484,6
138.5,189,0,484,6
123,189,0,484,6
108,190,0,484,6
94,190,0,484,6
79,190,0,484,6
64.5,190.5,0,484,6
49.5,191,0,484,6
35,191,0,484,6
20.33333,191.3333,0,484,6
317.5,178,0,485,6
297.5,178,0,485,6
277.5,179,0,485,6
257.5,179,0,485,6
238.5,179,0,485,6
219,180,0,485,6
200,180,0,485,6
181,180,0,485,6
162,181,0,485,6
144,181,0,485,6
125,181.5,0,485,6
107,181.5,0,485,6
89,182,0,485,6
71,182.5,0,485,6
53,182.5,0,485,6
35.5,183.5,0,485,6
17.66667,184,0,485,6
315.5,195.5,0,486,6
298,195,0,486,6
281.5,195,0,486,6
265,196,0,486,6
248,196.5,0,486,6
231.5,197,0,486,6
215.5,197,0,486,6
198.5,197.5,0,486,6
182.5,197.5,0,486,6
166.5,197.5,0,486,6
150.5,198.5,0,486,6
134.5,198.5,0,486,6
119,198.5,0,486,6
103,199,0,486,6
88,199.5,0,486,6
73,199.5,0,486,6
57,199.5,0,486,6
41.5,200,0,486,6
27,200.5,0,486,6
11.66667,200.8333,0,486,6
307,188.5,0,487,6
289.5,188.5,0,487,6
271,189,0,487,6
253,189.5,0,487,6
235.5,189.5,0,487,6
218,189.5,0,487,6
200.5,190.5,0,487,6
184,190.5,0,487,6
167,190.5,0,487,6
151,191,0,487,6
134,191.5,0,487,6
117,191.5,0,487,6
100.5,192,0,487,6
84.5,192,0,487,6
68.5,192.5,0,487,6
51.5,193,0,487,6
36,193,0,487,6
19.83333,193.3333,0,487,6
322,186,0,488,6
305.5,186,0,488,6
289.5,186.5,0,488,6
272.5,187,0,488,6
256.5,187,0,488,6
242.5,187.5,0,488,6
225.5,187.5,0,488,6
210,187.5,0,488,6
193.5,188.5,0,488,6
178.5,188.5,0,488,6
162.8333,188.8333,0,488,6
319,196.5,0,489,6
303,196.5,0,489,6
287,197,0,489,6
270.5,197,0,489,6
255,197,0,489,6
240,197.5,0,489,6
224.5,198,0,489,6
209,198,0,489,6
194,198,0,489,6
179,198,0,489,6
164,199,0,489,6
149,199,0,489,6
134.5,199,0,489,6
119.5,199,0,489,6
105,199.5,0,489,6
90.5,200,0,489,6
76.5,200,0,489,6
47.5,200.5,0,489,6
28.33333,200.8333,0,489,6
326.5,177,0,490,6
307,177.5,0,490,6
288,177.5,0,490,6
269.5,178,0,490,6
251,178.5,0,490,6
232.5,178.5,0,490,6
214,179,0,490,6
196,179.5,0,490,6
178,179.5,0,490,6
160.5,180,0,490,6
143,180.5,0,490,6
125,180.5,0,490,6
107.5,181.5,0,490,6
90.5,181.5,0,490,6
73.5,181.5,0,490,6
56,182.5,0,490,6
39.5,182.5,0,490,6
23,182.5,0,490,6
6.166667,182.8333,0,490,6
327.5,194.5,0,491,6
312,194.5,0,491,6
297,196,0,491,6
282,196,0,491,6
267,196,0,491,6
252.5,196.5,0,491,6
238,197,0,491,6
223.5,197,0,491,6
209.5,197.5,0,491,6
196,198,0,491,6
181.5,198,0,491,6
166.5,198,0,491,6
153,198.5,0,491,6
139.5,198.5,0,491,6
125,198.5,0,491,6
111,198.5,0,491,6
96.5,198.5,0,491,6
83.5,199.5,0,491,6
69.5,199.5,0,491,6
55.5,199.5,0,491,6
42.5,199.5,0,491,6
29,200.5,0,491,6
15.5,200.8333,0,491,6
324,188,0,492,6
307,188,0,492,6
290.5,187.5,0,492,6
273.5,189,0,492,6
255.5,189,0,492,6
238.5,189,0,492,6
221.5,189.5,0,492,6
204,190,0,492,6
187,190,0,492,6
170,190,0,492,6
155,191,0,492,6
139.5,191,0,492,6
122,191,0,492,6
106.5,191.5,0,492,6
91,191.5,0,492,6
74.5,192,0,492,6
58.5,192.5,0,492,6
42,192.5,0,492,6
27,193,0,492,6
11.16667,193.3333,0,492,6
325.5,177.5,0,493,6
306,178,0,493,6
287,178,0,493,6
267.5,178.5,0,493,6
249.5,179,0,493,6
230.5,179.5,0,493,6
212,179.5,0,493,6
193.5,180.5,0,493,6
175,180.5,0,493,6
157.5,180.5,0,493,6
140,181.5,0,493,6
122,181.5,0,493,6
104.5,182,0,493,6
87.5,182.5,0,493,6
70,183,0,493,6
53,183,0,493,6
36,183.5,0,493,6
18.83333,183.8333,0,493,6
314,195.5,0,494,6
298.5,195.5,0,494,6
284,195.5,0,494,6
270,196,0,494,6
256,196,0,494,6
241.5,196,0,494,6
227.5,196,0,494,6
214,197,0,494,6
199.5,197,0,494,6
185,196.5,0,494,6
172,197,0,494,6
158,198,0,494,6
144.5,197.5,0,494,6
131,197.5,0,494,6
118,197.5,0,494,6
104,198,0,494,6
91,198.5,0,494,6
78,199,0,494,6
65,199,0,494,6
51.5,199,0,494,6
38,199.5,0,494,6
25,200,0,494,6
11.66667,200.3333,0,494,6
324.5,197,0,495,6
311,198,0,495,6
296,197.5,0,495,6
281.5,197.5,0,495,6
267,198,0,495,6
253.5,198.5,0,495,6
239.5,198.5,0,495,6
225,199,0,495,6
212,199.5,0,495,6
198,199.5,0,495,6
185,200,0,495,6
171,200,0,495,6
158,201,0,495,6
144,201,0,495,6
131.5,201,0,495,6
118,202,0,495,6
105,202,0,495,6
92.5,203,0,495,6
79.5,203,0,495,6
67,203,0,495,6
54,204,0,495,6
41.5,204,0,495,6
29,204.5,0,495,6
16.33333,205,0,495,6
312.5,186.5,0,496,6
295,186.5,0,496,6
278.5,187,0,496,6
262.5,187.5,0,496,6
246.5,187.5,0,496,6
230,188,0,496,6
214,188,0,496,6
198,188,0,496,6
182.5,188.5,0,496,6
167,189,0,496,6
151.5,189,0,496,6
136,189,0,496,6
121.5,190,0,496,6
105.5,190,0,496,6
90.5,190,0,496,6
75.5,190.5,0,496,6
60.5,191,0,496,6
45.5,191,0,496,6
30.5,191,0,496,6
15.5,191.1667,0,496,6
316.5,187,0,497,6
299.5,187,0,497,6
283,187,0,497,6
266,187.5,0,497,6
249.5,188,0,497,6
234,188,0,497,6
217,188.5,0,497,6
201,188.5,0,497,6
185,188.5,0,497,6
169,189.5,0,497,6
154,189.5,0,497,6
138,189.5,0,497,6
122,189.5,0,497,6
99,190.5,0,497,6
83.5,190.5,0,497,6
68,190.5,0,497,6
53,191.5,0,497,6
38,191.5,0,497,6
22.83333,191.8333,0,497,6
318.5,193.5,0,498,6
301.5,194,0,498,6
284.5,194,0,498,6
268,194,0,498,6
251.5,194.5,0,498,6
227.5,195,0,498,6
211,195,0,498,6
195.5,195.5,0,498,6
180,195.5,0,498,6
164.5,196,0,498,6
148.5,196.5,0,498,6
133.5,196.5,0,498,6
118,196.8333,0,498,6
311.5,185.5,0,499,6
295,185.5,0,499,6
277.5,185.5,0,499,6
260.5,186.5,0,499,6
244.5,186.5,0,499,6
228,186.5,0,499,6
212,187,0,499,6
196,187.5,0,499,6
180,187.5,0,499,6
164,187.5,0,499,6
148,188,0,499,6
132.5,188.5,0,499,6
117,188.5,0,499,6
102,189,0,499,6
86,189.5,0,499,6
71,189.5,0,499,6
56,189.5,0,499,6
41,190,0,499,6
26,190.5,0,499,6
11,190.8333,0,499,6
320.5,189,0,500,6
302,190,0,500,6
284.5,190,0,500,6
266,190.5,0,500,6
248,191,0,500,6
230.5,191.5,0,500,6
213.5,192,0,500,6
196,192,0,500,6
179,192.5,0,500,6
162.5,192.5,0,500,6
146,193,0,500,6
129,193.5,0,500,6
113,193.5,0,500,6
96.5,194,0,500,6
81,194.5,0,500,6
65,194.5,0,500,6
49,195.5,0,500,6
33,195.5,0,500,6
17,195.8333,0,500,6
321,194.5,0,501,6
307,195,0,501,6
293,195,0,501,6
279.5,195.5,0,501,6
266.5,195.5,0,501,6
253.5,195.5,0,501,6
240.5,195.5,0,501,6
227.5,195.5,0,501,6
214.5,196,0,501,6
201.5,196,0,501,6
188.5,196,0,501,6
176,196.5,0,501,6
163.5,196.5,0,501,6
151.5,197,0,501,6
138.5,196,0,501,6
126,197.5,0,501,6
114,197.5,0,501,6
102,197.5,0,501,6
89,197.5,0,501,6
77.5,198.5,0,501,6
66,198.5,0,501,6
53.5,198.5,0,501,6
41.5,199,0,501,6
30,199,0,501,6
18,199.1667,0,501,6
315.5,187,0,502,6
299.5,187,0,502,6
283,187,0,502,6
266.5,187.5,0,502,6
251,187.5,0,502,6
235.5,187.5,0,502,6
220.5,188,0,502,6
203,188,0,502,6
187,188.5,0,502,6
172.5,188.5,0,502,6
157.5,189,0,502,6
142,189,0,502,6
126,189,0,502,6
111.5,189.5,0,502,6
96,189.5,0,502,6
81,190,0,502,6
66.5,190,0,502,6
51.5,190,0,502,6
36.5,190.5,0,502,6
21.66667,190.6667,0,502,6
319,196.5,0,503,6
304,196.5,0,503,6
288.5,196.5,0,503,6
273,197,0,503,6
258,197.5,0,503,6
243,197.5,0,503,6
228,197.5,0,503,6
213,198,0,503,6
198,198,0,503,6
183.5,198.5,0,503,6
169,198.5,0,503,6
154.5,199,0,503,6
140,199,0,503,6
126,199.5,0,503,6
112,200,0,503,6
98,200,0,503,6
84,200.3333,0,503,6
328,195,0,504,6
312.5,195.5,0,504,6
297,196,0,504,6
282,196,0,504,6
268,196.5,0,504,6
253.5,196.5,0,504,6
239.5,196.5,0,504,6
225,197,0,504,6
210,197.5,0,504,6
196,197.5,0,504,6
181.5,198,0,504,6
167.5,198,0,504,6
153.5,199,0,504,6
139.5,199,0,504,6
125.5,199,0,504,6
112.5,200,0,504,6
98,200,0,504,6
84.5,200,0,504,6
71.5,201,0,504,6
58,201,0,504,6
46,202,0,504,6
31,202,0,504,6
18,202,0,504,6
4.666667,202.3333,0,504,6
320.5,196,0,505,6
307,197,0,505,6
294,196.5,0,505,6
281.5,196.5,0,505,6
268,198.5,0,505,6
255.5,199,0,505,6
243.5,199,0,505,6
231,199,0,505,6
218.5,199.5,0,505,6
205.5,199,0,505,6
194,200,0,505,6
182,200.5,0,505,6
169.5,200.5,0,505,6
158,201,0,505,6
146,201.5,0,505,6
133.5,201.5,0,505,6
122.5,202,0,505,6
110.5,202.5,0,505,6
98.5,202.5,0,505,6
87.5,203,0,505,6
76,203.5,0,505,6
65,203.5,0,505,6
53.5,203.5,0,505,6
42.5,204.5,0,505,6
31.5,204.5,0,505,6
20.33333,204.8333,0,505,6
310.5,187,0,506,6
293,187.5,0,506,6
276,187.5,0,506,6
259,188,0,506,6
242,188.5,0,506,6
225.5,188.5,0,506,6
208.5,189,0,506,6
192,189,0,506,6
176,189,0,506,6
159.5,190,0,506,6
143.5,190,0,506,6
128,190,0,506,6
112.5,191,0,506,6
96.5,191,0,506,6
81,191,0,506,6
65.5,191.5,0,506,6
50.5,192,0,506,6
34.5,192,0,506,6
19,192.3333,0,506,6
325,180.5,0,507,6
307,180.5,0,507,6
289,181,0,507,6
270.5,181,0,507,6
253.5,182,0,507,6
236,182,0,507,6
219.5,183,0,507,6
202.5,183,0,507,6
185.5,184,0,507,6
169.5,184,0,507,6
152.5,184.5,0,507,6
136,185,0,507,6
119.5,185,0,507,6
103.5,185.5,0,507,6
87.5,186,0,507,6
71.5,186.5,0,507,6
56,187,0,507,6
41,187.5,0,507,6
25,188,0,507,6
9.5,188.5,0,507,6
322.5,195.5,0,508,6
309.5,195.5,0,508,6
296,195.5,0,508,6
282,195.5,0,508,6
268,196.5,0,508,6
255.5,196,0,508,6
242.5,196.5,0,508,6
229,196.5,0,508,6
216,196.5,0,508,6
202.5,196.5,0,508,6
189.5,196.5,0,508,6
176.5,197.5,0,508,6
163.5,198,0,508,6
151,198,0,508,6
138.5,198,0,508,6
125,198,0,508,6
112.5,198,0,508,6
100.5,199,0,508,6
88,199,0,508,6
75,199,0,508,6
62.5,200,0,508,6
50,200,0,508,6
38,200,0,508,6
25,200,0,508,6
12.5,200,0,508,6
315,194.5,0,509,6
300.5,194.5,0,509,6
286.5,194.5,0,509,6
273,195,0,509,6
259,195,0,509,6
246,196,0,509,6
232.5,196,0,509,6
219,196,0,509,6
205,197,0,509,6
191.5,197,0,509,6
178.5,197,0,509,6
165.5,196.5,0,509,6
151.5,197,0,509,6
138.5,198,0,509,6
125.5,198,0,509,6
113,198,0,509,6
99.5,198,0,509,6
86,198,0,509,6
74,198,0,509,6
61.5,199,0,509,6
47.5,199,0,509,6
35.5,199,0,509,6
22.66667,199.3333,0,509,6
273.5,187.5,0,510,6
257,188,0,510,6
240.5,188,0,510,6
224,188.5,0,510,6
208,189,0,510,6
191.5,189,0,510,6
175.5,189.5,0,510,6
159.5,189,0,510,6
144.5,189,0,510,6
128,191,0,510,6
112.5,191,0,510,6
96.83334,191.6667,0,510,6
320.5,196,0,511,6
306.5,196,0,511,6
292.5,196.5,0,511,6
278,196.5,0,511,6
264,197,0,511,6
250,196.5,0,511,6
236.5,196.5,0,511,6
223,196,0,511,6
209,198,0,511,6
195,196.5,0,511,6
181.5,197.5,0,511,6
168,198,0,511,6
154,197.5,0,511,6
141,198,0,511,6
127.5,198,0,511,6
114.5,198.5,0,511,6
100.5,198.5,0,511,6
88,198.5,0,511,6
74,199,0,511,6
61,199.5,0,511,6
47.5,199.5,0,511,6
35,200,0,511,6
22,200.3333,0,511,6
328,197.5,0,512,6
315,197.5,0,512,6
301.5,197.5,0,512,6
288,198,0,512,6
275,198.5,0,512,6
261,198.5,0,512,6
249,198,0,512,6
237.5,199,0,512,6
223,199,0,512,6
209.5,199.5,0,512,6
198,200,0,512,6
185.5,200,0,512,6
172,200.5,0,512,6
160.5,200.5,0,512,6
148,199.5,0,512,6
136,199.5,0,512,6
122.5,199.5,0,512,6
112.5,202,0,512,6
100,202,0,512,6
88.5,202,0,512,6
75.5,203,0,512,6
63.16667,203.3333,0,512,6
323.5,178.5,0,513,6
306.5,179,0,513,6
290,179.5,0,513,6
273.5,179.5,0,513,6
257,180,0,513,6
240.5,180.5,0,513,6
224.5,180.5,0,513,6
209,180.5,0,513,6
193.5,181.5,0,513,6
177.5,181.5,0,513,6
162.5,181.5,0,513,6
147,182,0,513,6
132,182.5,0,513,6
116.5,182.5,0,513,6
102,183,0,513,6
87,183,0,513,6
72.5,183.5,0,513,6
57.5,183.5,0,513,6
43.5,184,0,513,6
29,184,0,513,6
14.5,184.1667,0,513,6
258,194.5,0,514,6
244.5,194.5,0,514,6
229.5,195,0,514,6
214.5,195,0,514,6
200,195,0,514,6
186,195.5,0,514,6
171.5,195.5,0,514,6
157.5,196,0,514,6
143.5,196.5,0,514,6
129.5,196.5,0,514,6
115.5,196.5,0,514,6
101.5,197,0,514,6
87,197,0,514,6
73,197.5,0,514,6
59.5,197.5,0,514,6
45.5,198,0,514,6
31.5,198,0,514,6
17.66667,198.1667,0,514,6
320,193.5,0,515,6
306,193.5,0,515,6
292.5,194,0,515,6
279,194.5,0,515,6
264.5,194.5,0,515,6
250.5,194.5,0,515,6
237,195,0,515,6
224.5,195.5,0,515,6
211.5,195.5,0,515,6
198,195.5,0,515,6
184,195.5,0,515,6
171.5,196.5,0,515,6
159,196.5,0,515,6
145,196.5,0,515,6
132.5,196.5,0,515,6
119.5,197,0,515,6
107,197.5,0,515,6
95,197.5,0,515,6
82,197.5,0,515,6
69,197.5,0,515,6
57,198,0,515,6
44,198.5,0,515,6
31.5,198.5,0,515,6
19,198.8333,0,515,6
314,185.5,0,516,6
297.5,185.5,0,516,6
